,n_eff,Rhat,divergence,treedepth,energy,observed_engagement,y_0,final_predicted,Unnamed: 0.1,incident_name,start,end,event_name,Unnamed: 0,incident,count,duration,sample_loc,data_loc,lower_predicted,upper_predicted,included
28,True,True,False,True,True,237.0,0.0,True,384,riot:_democrat-led_election_violence,1168,1180,riot:_democrat-led_election_violence_event_2,314,riot: democrat-led election violence,4890,12,./output/posteriors/riot:_democrat-led_election_violence_event_2_raw.p,./data/timeseries/aggregated/riot:_democrat-led_election_violence_raw.csv,133.0,407.0,False
29,True,True,True,True,True,89.0,1.0,True,458,tech:_FL_voter_info_leaked,1112,1124,tech:_FL_voter_info_leaked_event_0,361,tech: FL voter info leaked,1216,12,./output/posteriors/tech:_FL_voter_info_leaked_event_0_raw.p,./data/timeseries/aggregated/tech:_FL_voter_info_leaked_raw.csv,56.0,138.0,True
30,True,True,True,True,True,147.0,1.0,True,385,riot:_democrat-led_election_violence,1210,1223,riot:_democrat-led_election_violence_event_3,314,riot: democrat-led election violence,4890,13,./output/posteriors/riot:_democrat-led_election_violence_event_3_raw.p,./data/timeseries/aggregated/riot:_democrat-led_election_violence_raw.csv,105.0,204.0,True
31,True,True,True,True,True,201.0,0.0,True,383,riot:_democrat-led_election_violence,85,98,riot:_democrat-led_election_violence_event_1,314,riot: democrat-led election violence,4890,13,./output/posteriors/riot:_democrat-led_election_violence_event_1_raw.p,./data/timeseries/aggregated/riot:_democrat-led_election_violence_raw.csv,122.945,347.0,True
32,True,True,True,True,True,112.0,0.0,True,504,voting_info:_abuse_and_public_records,16545,16558,voting_info:_abuse_and_public_records_event_4,385,voting info: abuse and public records,1617,13,./output/posteriors/voting_info:_abuse_and_public_records_event_4_raw.p,./data/timeseries/aggregated/voting_info:_abuse_and_public_records_raw.csv,63.0,187.0,True
33,True,True,True,True,True,31.0,0.0,True,393,riot:_mis-framed_trump_email,582,595,riot:_mis-framed_trump_email_event_1,315,riot: mis-framed trump email,977,13,./output/posteriors/riot:_mis-framed_trump_email_event_1_raw.p,./data/timeseries/aggregated/riot:_mis-framed_trump_email_raw.csv,16.0,50.0,True
34,True,True,True,True,True,147.0,0.0,True,251,partisan_vcr:__AZ_hand_recount_required,1669,1682,partisan_vcr:__AZ_hand_recount_required_event_1,206,partisan vcr:  AZ hand recount required,3148,13,./output/posteriors/partisan_vcr:__AZ_hand_recount_required_event_1_raw.p,./data/timeseries/aggregated/partisan_vcr:__AZ_hand_recount_required_raw.csv,104.0,202.0,True
35,True,True,True,True,True,92.0,0.0,True,248,Other:_WA_Miscellaneous_Fraud,620,633,Other:_WA_Miscellaneous_Fraud_event_5,203,Other: WA Miscellaneous Fraud,3149,13,./output/posteriors/Other:_WA_Miscellaneous_Fraud_event_5_raw.p,./data/timeseries/aggregated/Other:_WA_Miscellaneous_Fraud_raw.csv,56.0,145.0,True
36,True,True,True,True,True,83.0,0.0,True,246,Other:_WA_Miscellaneous_Fraud,586,599,Other:_WA_Miscellaneous_Fraud_event_3,203,Other: WA Miscellaneous Fraud,3149,13,./output/posteriors/Other:_WA_Miscellaneous_Fraud_event_3_raw.p,./data/timeseries/aggregated/Other:_WA_Miscellaneous_Fraud_raw.csv,55.0,120.05499999999984,True
37,True,True,True,True,True,173.0,1.0,True,170,"lost:_PA,GA_dumpster_ballots",11741,11754,"lost:_PA,GA_dumpster_ballots_event_1",145,"lost: PA,GA dumpster ballots",44037,13,"./output/posteriors/lost:_PA,GA_dumpster_ballots_event_1_raw.p","./data/timeseries/aggregated/lost:_PA,GA_dumpster_ballots_raw.csv",103.945,326.0,True
38,True,True,True,True,True,353.0,0.0,True,242,Other:_Voter_Fraud_Cases,6764,6777,Other:_Voter_Fraud_Cases_event_1,199,Other: Voter Fraud Cases,5542,13,./output/posteriors/Other:_Voter_Fraud_Cases_event_1_raw.p,./data/timeseries/aggregated/Other:_Voter_Fraud_Cases_raw.csv,200.945,607.0,True
39,True,True,False,True,True,1229.0,2.0,True,159,lost:_NJ_dumpster,670,683,lost:_NJ_dumpster_event_1,137,lost: NJ dumpster,72540,13,./output/posteriors/lost:_NJ_dumpster_event_1_raw.p,./data/timeseries/aggregated/lost:_NJ_dumpster_raw.csv,706.0,2076.055,False
40,True,True,True,True,True,91.0,0.0,True,216,Other:_QAnon_Claims,513,526,Other:_QAnon_Claims_event_0,190,Other: QAnon Claims,2528,13,./output/posteriors/Other:_QAnon_Claims_event_0_raw.p,./data/timeseries/aggregated/Other:_QAnon_Claims_raw.csv,55.0,156.0,True
41,True,True,True,True,True,117.0,0.0,True,215,Other:_provisional_ballots,1776,1789,Other:_provisional_ballots_event_0,188,Other: provisional ballots,353,13,./output/posteriors/Other:_provisional_ballots_event_0_raw.p,./data/timeseries/aggregated/Other:_provisional_ballots_raw.csv,63.0,218.0,True
42,True,True,True,True,True,96.0,0.0,True,180,lost:_VA_60k_undelivered_ballots,243,256,lost:_VA_60k_undelivered_ballots_event_1,147,lost: VA 60k undelivered ballots,1920,13,./output/posteriors/lost:_VA_60k_undelivered_ballots_event_1_raw.p,./data/timeseries/aggregated/lost:_VA_60k_undelivered_ballots_raw.csv,54.0,156.0,True
43,True,True,True,True,True,58.0,0.0,True,478,USPS:_28_million_missing_ballots,20310,20323,USPS:_28_million_missing_ballots_event_3,370,USPS: 28 million missing ballots,2020,13,./output/posteriors/USPS:_28_million_missing_ballots_event_3_raw.p,./data/timeseries/aggregated/USPS:_28_million_missing_ballots_raw.csv,27.0,123.0,True
44,True,True,True,True,True,98.0,0.0,True,476,USPS:_28_million_missing_ballots,1865,1878,USPS:_28_million_missing_ballots_event_1,370,USPS: 28 million missing ballots,2020,13,./output/posteriors/USPS:_28_million_missing_ballots_event_1_raw.p,./data/timeseries/aggregated/USPS:_28_million_missing_ballots_raw.csv,65.0,146.0,True
45,True,True,True,True,True,103.0,1.0,True,380,riot:_crimethinc,38830,38843,riot:_crimethinc_event_9,313,riot: crimethinc,9458,13,./output/posteriors/riot:_crimethinc_event_9_raw.p,./data/timeseries/aggregated/riot:_crimethinc_raw.csv,62.0,177.0,True
46,True,True,False,True,True,128.0,0.0,True,353,Prominent_Person:_Tom_Fitton_Livestream_VBM,6212,6225,Prominent_Person:_Tom_Fitton_Livestream_VBM_event_0,302,Prominent Person: Tom Fitton Livestream VBM,1725,13,./output/posteriors/Prominent_Person:_Tom_Fitton_Livestream_VBM_event_0_raw.p,./data/timeseries/aggregated/Prominent_Person:_Tom_Fitton_Livestream_VBM_raw.csv,69.0,234.0,False
47,True,True,True,True,True,22.0,0.0,True,396,riot:_riot_and_looting_around_elections,128,141,riot:_riot_and_looting_around_elections_event_0,318,riot: riot and looting around elections,251,13,./output/posteriors/riot:_riot_and_looting_around_elections_event_0_raw.p,./data/timeseries/aggregated/riot:_riot_and_looting_around_elections_raw.csv,11.0,37.0,True
48,True,True,True,True,True,1987.0,15.0,True,516,voting_info:_NC_wrong_ballot,105,118,voting_info:_NC_wrong_ballot_event_1,403,voting info: NC wrong ballot,27314,13,./output/posteriors/voting_info:_NC_wrong_ballot_event_1_raw.p,./data/timeseries/aggregated/voting_info:_NC_wrong_ballot_raw.csv,1333.0,2734.1099999999997,True
49,True,True,True,True,True,12393.0,26.0,True,430,Statistics:_Wisconsin_Votes_>_Registered,321,335,Statistics:_Wisconsin_Votes_>_Registered_event_0,336,Statistics: Wisconsin Votes > Registered,100952,14,./output/posteriors/Statistics:_Wisconsin_Votes_>_Registered_event_0_raw.p,./data/timeseries/aggregated/Statistics:_Wisconsin_Votes_>_Registered_raw.csv,8786.89,19027.385,True
50,True,True,True,True,True,230.0,0.0,True,371,riot:_crimethinc,4030,4044,riot:_crimethinc_event_0,313,riot: crimethinc,9458,14,./output/posteriors/riot:_crimethinc_event_0_raw.p,./data/timeseries/aggregated/riot:_crimethinc_raw.csv,147.0,364.0,True
51,True,True,True,True,True,57.0,0.0,True,100,Ineligible_Voters:_TX_Illegal_Voters,2745,2759,Ineligible_Voters:_TX_Illegal_Voters_event_6,85,Ineligible Voters: TX Illegal Voters,2877,14,./output/posteriors/Ineligible_Voters:_TX_Illegal_Voters_event_6_raw.p,./data/timeseries/aggregated/Ineligible_Voters:_TX_Illegal_Voters_raw.csv,35.0,86.0,True
52,True,True,True,True,True,184.0,0.0,True,182,lost:_VA_60k_undelivered_ballots,577,591,lost:_VA_60k_undelivered_ballots_event_3,147,lost: VA 60k undelivered ballots,1920,14,./output/posteriors/lost:_VA_60k_undelivered_ballots_event_3_raw.p,./data/timeseries/aggregated/lost:_VA_60k_undelivered_ballots_raw.csv,107.0,310.0,True
53,True,True,True,True,True,169.0,0.0,True,445,supression:_riggedthefilm,20919,20933,supression:_riggedthefilm_event_0,349,supression: riggedthefilm,915,14,./output/posteriors/supression:_riggedthefilm_event_0_raw.p,./data/timeseries/aggregated/supression:_riggedthefilm_raw.csv,97.0,307.05499999999984,True
54,True,True,True,True,True,44.0,0.0,True,340,Prominent_Person:_Clay_Higgins,691,705,Prominent_Person:_Clay_Higgins_event_0,290,Prominent Person: Clay Higgins,198,14,./output/posteriors/Prominent_Person:_Clay_Higgins_event_0_raw.p,./data/timeseries/aggregated/Prominent_Person:_Clay_Higgins_raw.csv,25.0,71.0,True
55,True,True,True,True,True,854.0,1.0,True,293,Physical_Mail_Fraud:_GA_Democrats_Fixing_Ballots,230,244,Physical_Mail_Fraud:_GA_Democrats_Fixing_Ballots_event_0,237,Physical Mail Fraud: GA Democrats Fixing Ballots,2846,14,./output/posteriors/Physical_Mail_Fraud:_GA_Democrats_Fixing_Ballots_event_0_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_GA_Democrats_Fixing_Ballots_raw.csv,531.9449999999999,1467.0549999999998,True
56,True,True,True,True,True,98.0,0.0,True,218,Other:_QAnon_Claims,615,629,Other:_QAnon_Claims_event_2,190,Other: QAnon Claims,2528,14,./output/posteriors/Other:_QAnon_Claims_event_2_raw.p,./data/timeseries/aggregated/Other:_QAnon_Claims_raw.csv,57.0,150.0,True
57,True,True,False,True,True,130.0,0.0,True,372,riot:_crimethinc,33000,33014,riot:_crimethinc_event_1,313,riot: crimethinc,9458,14,./output/posteriors/riot:_crimethinc_event_1_raw.p,./data/timeseries/aggregated/riot:_crimethinc_raw.csv,86.0,192.0,False
58,True,True,True,True,True,92.0,0.0,True,514,voting_info:_MS_return_absentee_ballots_in_person,7214,7228,voting_info:_MS_return_absentee_ballots_in_person_event_1,399,voting info: MS return absentee ballots in person,3439,14,./output/posteriors/voting_info:_MS_return_absentee_ballots_in_person_event_1_raw.p,./data/timeseries/aggregated/voting_info:_MS_return_absentee_ballots_in_person_raw.csv,55.0,163.0,True
59,True,True,True,True,True,162.0,0.0,True,263,partisan_vcr:__Michigan_Republican_applications,15025,15039,partisan_vcr:__Michigan_Republican_applications_event_1,216,partisan vcr:  Michigan Republican applications,5224,14,./output/posteriors/partisan_vcr:__Michigan_Republican_applications_event_1_raw.p,./data/timeseries/aggregated/partisan_vcr:__Michigan_Republican_applications_raw.csv,109.0,232.0,True
60,True,True,True,True,True,93.0,0.0,True,181,lost:_VA_60k_undelivered_ballots,284,298,lost:_VA_60k_undelivered_ballots_event_2,147,lost: VA 60k undelivered ballots,1920,14,./output/posteriors/lost:_VA_60k_undelivered_ballots_event_2_raw.p,./data/timeseries/aggregated/lost:_VA_60k_undelivered_ballots_raw.csv,55.0,155.0,True
61,True,True,True,True,True,126.0,0.0,True,420,Statistics:_JW_Counties_Over_100%,875,889,Statistics:_JW_Counties_Over_100%_event_8,330,Statistics: JW Counties Over 100%,6905,14,./output/posteriors/Statistics:_JW_Counties_Over_100%_event_8_raw.p,./data/timeseries/aggregated/Statistics:_JW_Counties_Over_100%_raw.csv,75.0,199.0,True
62,True,True,True,True,True,829.0,5.0,True,176,lost:_PA_shredded_ballot_applications,15332,15346,lost:_PA_shredded_ballot_applications_event_3,146,lost: PA shredded ballot applications,105105,14,./output/posteriors/lost:_PA_shredded_ballot_applications_event_3_raw.p,./data/timeseries/aggregated/lost:_PA_shredded_ballot_applications_raw.csv,534.0,2064.1099999999997,True
63,True,True,True,True,True,72.0,0.0,True,273,partisan_vcr:__Pennsylvania_inner_envelopes,64,79,partisan_vcr:__Pennsylvania_inner_envelopes_event_1,219,partisan vcr:  Pennsylvania inner envelopes,583,15,./output/posteriors/partisan_vcr:__Pennsylvania_inner_envelopes_event_1_raw.p,./data/timeseries/aggregated/partisan_vcr:__Pennsylvania_inner_envelopes_raw.csv,42.0,122.05499999999984,True
64,True,False,True,True,True,172.0,2.0,True,85,False_Victory:_PA_early_calls,539,554,False_Victory:_PA_early_calls_event_1,75,False Victory: PA early calls,1847,15,./output/posteriors/False_Victory:_PA_early_calls_event_1_raw.p,./data/timeseries/aggregated/False_Victory:_PA_early_calls_raw.csv,103.0,296.0,False
65,True,True,True,True,True,360.0,0.0,True,344,Prominent_Person:_Cuddy_Camaro,923,938,Prominent_Person:_Cuddy_Camaro_event_2,292,Prominent Person: Cuddy Camaro,2089,15,./output/posteriors/Prominent_Person:_Cuddy_Camaro_event_2_raw.p,./data/timeseries/aggregated/Prominent_Person:_Cuddy_Camaro_raw.csv,236.0,553.0549999999998,True
66,True,True,True,False,True,247.0,2.0,True,179,lost:_VA_60k_undelivered_ballots,174,189,lost:_VA_60k_undelivered_ballots_event_0,147,lost: VA 60k undelivered ballots,1920,15,./output/posteriors/lost:_VA_60k_undelivered_ballots_event_0_raw.p,./data/timeseries/aggregated/lost:_VA_60k_undelivered_ballots_raw.csv,153.0,467.05499999999984,True
67,True,True,True,True,True,499.0,0.0,True,214,Other:_PragerU_Video,17084,17099,Other:_PragerU_Video_event_0,187,Other: PragerU Video,2251,15,./output/posteriors/Other:_PragerU_Video_event_0_raw.p,./data/timeseries/aggregated/Other:_PragerU_Video_raw.csv,297.0,816.0,True
68,True,True,True,True,True,96.0,0.0,True,324,Physical_Mail_Mistakes:_Knox_County,20,35,Physical_Mail_Mistakes:_Knox_County_event_0,272,Physical Mail Mistakes: Knox County,590,15,./output/posteriors/Physical_Mail_Mistakes:_Knox_County_event_0_raw.p,./data/timeseries/aggregated/Physical_Mail_Mistakes:_Knox_County_raw.csv,68.0,128.0,True
69,True,True,True,True,True,393.0,3.0,True,327,Physical_Mail_Mistakes:_Misprints_GA,97,112,Physical_Mail_Mistakes:_Misprints_GA_event_1,274,Physical Mail Mistakes: Misprints GA,836,15,./output/posteriors/Physical_Mail_Mistakes:_Misprints_GA_event_1_raw.p,./data/timeseries/aggregated/Physical_Mail_Mistakes:_Misprints_GA_raw.csv,276.0,531.0,True
70,True,True,True,True,True,484.0,0.0,True,338,poll_watchers:_Trump_suit,590,605,poll_watchers:_Trump_suit_event_0,287,poll watchers: Trump suit,1152,15,./output/posteriors/poll_watchers:_Trump_suit_event_0_raw.p,./data/timeseries/aggregated/poll_watchers:_Trump_suit_raw.csv,294.945,739.0549999999998,True
71,True,True,True,True,True,103.0,0.0,True,114,intimidation:_BLM_Antifa_Intimidation_Plans,3400,3415,intimidation:_BLM_Antifa_Intimidation_Plans_event_3,94,intimidation: BLM/Antifa Intimidation Plans,10824,15,./output/posteriors/intimidation:_BLM_Antifa_Intimidation_Plans_event_3_raw.p,./data/timeseries/aggregated/intimidation:_BLM_Antifa_Intimidation_Plans_raw.csv,65.0,152.0,True
72,True,True,True,True,True,156.0,1.0,True,261,partisan_vcr:__Michigan_delays,414,429,partisan_vcr:__Michigan_delays_event_1,215,partisan vcr:  Michigan delays,996,15,./output/posteriors/partisan_vcr:__Michigan_delays_event_1_raw.p,./data/timeseries/aggregated/partisan_vcr:__Michigan_delays_raw.csv,96.0,255.0,True
73,True,True,True,True,True,94.0,0.0,True,477,USPS:_28_million_missing_ballots,2167,2182,USPS:_28_million_missing_ballots_event_2,370,USPS: 28 million missing ballots,2020,15,./output/posteriors/USPS:_28_million_missing_ballots_event_2_raw.p,./data/timeseries/aggregated/USPS:_28_million_missing_ballots_raw.csv,64.0,133.0,True
74,True,True,True,True,True,159.0,2.0,True,134,Late:_OK_Ballots_Found,920,935,Late:_OK_Ballots_Found_event_0,119,Late: OK Ballots Found,16236,15,./output/posteriors/Late:_OK_Ballots_Found_event_0_raw.p,./data/timeseries/aggregated/Late:_OK_Ballots_Found_raw.csv,94.0,257.0,True
75,True,True,False,True,True,64.0,0.0,True,143,lost:_Biden_truck_ballots,4842,4857,lost:_Biden_truck_ballots_event_0,123,lost: Biden truck ballots,497,15,./output/posteriors/lost:_Biden_truck_ballots_event_0_raw.p,./data/timeseries/aggregated/lost:_Biden_truck_ballots_raw.csv,39.0,98.0,False
76,True,True,True,True,True,231.0,0.0,True,101,Ineligible_Voters:_Undocumented_WA,934,949,Ineligible_Voters:_Undocumented_WA_event_0,86,Ineligible Voters: Undocumented WA,638,15,./output/posteriors/Ineligible_Voters:_Undocumented_WA_event_0_raw.p,./data/timeseries/aggregated/Ineligible_Voters:_Undocumented_WA_raw.csv,154.0,347.0,True
77,True,True,True,True,True,50.0,0.0,True,249,Other:_WA_Rejected_Ballots,1530,1545,Other:_WA_Rejected_Ballots_event_0,204,Other: WA Rejected Ballots,441,15,./output/posteriors/Other:_WA_Rejected_Ballots_event_0_raw.p,./data/timeseries/aggregated/Other:_WA_Rejected_Ballots_raw.csv,31.0,74.0,True
78,True,True,True,True,True,56.0,0.0,True,506,voting_info:_anyone_can_votes_as_often_as_you_wish,13806,13821,voting_info:_anyone_can_votes_as_often_as_you_wish_event_0,387,voting info: anyone can votes as often as you wish,85,15,./output/posteriors/voting_info:_anyone_can_votes_as_often_as_you_wish_event_0_raw.p,./data/timeseries/aggregated/voting_info:_anyone_can_votes_as_often_as_you_wish_raw.csv,32.0,94.0,True
79,True,True,True,True,True,159.0,0.0,True,403,Statistics:_African-American_Ballot_Rejections,2071,2086,Statistics:_African-American_Ballot_Rejections_event_2,324,Statistics: African-American Ballot Rejections,7230,15,./output/posteriors/Statistics:_African-American_Ballot_Rejections_event_2_raw.p,./data/timeseries/aggregated/Statistics:_African-American_Ballot_Rejections_raw.csv,92.0,268.0,True
80,True,True,True,True,True,213.0,0.0,True,438,supression:_GA_national_guard,237,252,supression:_GA_national_guard_event_0,340,supression: GA national guard,561,15,./output/posteriors/supression:_GA_national_guard_event_0_raw.p,./data/timeseries/aggregated/supression:_GA_national_guard_raw.csv,143.0,299.0,True
81,True,True,True,True,True,43.0,0.0,True,503,voting_info:_abuse_and_public_records,15379,15394,voting_info:_abuse_and_public_records_event_3,385,voting info: abuse and public records,1617,15,./output/posteriors/voting_info:_abuse_and_public_records_event_3_raw.p,./data/timeseries/aggregated/voting_info:_abuse_and_public_records_raw.csv,24.0,76.0,True
82,True,True,True,True,True,113.0,1.0,True,513,voting_info:_MS_return_absentee_ballots_in_person,6326,6341,voting_info:_MS_return_absentee_ballots_in_person_event_0,399,voting info: MS return absentee ballots in person,3439,15,./output/posteriors/voting_info:_MS_return_absentee_ballots_in_person_event_0_raw.p,./data/timeseries/aggregated/voting_info:_MS_return_absentee_ballots_in_person_raw.csv,68.0,196.0,True
83,True,True,True,True,True,46.0,0.0,True,298,Physical_Mail_Fraud:_Newsom_VBM,1399,1415,Physical_Mail_Fraud:_Newsom_VBM_event_0,246,Physical Mail Fraud: Newsom VBM,362,16,./output/posteriors/Physical_Mail_Fraud:_Newsom_VBM_event_0_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_Newsom_VBM_raw.csv,26.0,75.0,True
84,True,True,True,True,True,66.0,0.0,True,319,Physical_Mail_Fraud:_WA_fraud_claims,974,990,Physical_Mail_Fraud:_WA_fraud_claims_event_0,264,Physical Mail Fraud: WA fraud claims,927,16,./output/posteriors/Physical_Mail_Fraud:_WA_fraud_claims_event_0_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_WA_fraud_claims_raw.csv,37.0,118.0,True
85,True,True,True,True,True,191.0,0.0,True,244,Other:_WA_Miscellaneous_Fraud,262,278,Other:_WA_Miscellaneous_Fraud_event_1,203,Other: WA Miscellaneous Fraud,3149,16,./output/posteriors/Other:_WA_Miscellaneous_Fraud_event_1_raw.p,./data/timeseries/aggregated/Other:_WA_Miscellaneous_Fraud_raw.csv,114.0,311.0,True
86,True,True,True,True,True,191.0,0.0,True,355,Prominent_Person:_Tom_Fitton_Livestream_VBM,17066,17082,Prominent_Person:_Tom_Fitton_Livestream_VBM_event_2,302,Prominent Person: Tom Fitton Livestream VBM,1725,16,./output/posteriors/Prominent_Person:_Tom_Fitton_Livestream_VBM_event_2_raw.p,./data/timeseries/aggregated/Prominent_Person:_Tom_Fitton_Livestream_VBM_raw.csv,155.0,231.0,True
87,True,True,True,True,True,39.0,0.0,True,524,voting_info:_US_constitution_amendment,59,75,voting_info:_US_constitution_amendment_event_1,414,voting info: US constitution amendment,478,16,./output/posteriors/voting_info:_US_constitution_amendment_event_1_raw.p,./data/timeseries/aggregated/voting_info:_US_constitution_amendment_raw.csv,24.0,59.0,True
88,True,True,True,True,True,82.0,0.0,True,288,Physical_Mail_Fraud:_CCP_Fake_Ballots,1088,1104,Physical_Mail_Fraud:_CCP_Fake_Ballots_event_2,229,Physical Mail Fraud: CCP Fake Ballots,1175,16,./output/posteriors/Physical_Mail_Fraud:_CCP_Fake_Ballots_event_2_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_CCP_Fake_Ballots_raw.csv,53.0,128.0,True
89,True,True,True,True,True,50.0,0.0,True,307,Physical_Mail_Fraud:_PA_Court_Time_Ruling,548,564,Physical_Mail_Fraud:_PA_Court_Time_Ruling_event_1,251,Physical Mail Fraud: PA Court Time Ruling,619,16,./output/posteriors/Physical_Mail_Fraud:_PA_Court_Time_Ruling_event_1_raw.p,./data/timeseries/aggregated/Physical_Mail_Fraud:_PA_Court_Time_Ruling_raw.csv,32.0,74.0,True
90,True,False,False,True,True,2764.0,6.0,True,347,Prominent_Person:_Jody_Hice,0,16,Prominent_Person:_Jody_Hice_event_0,295,Prominent Person: Jody Hice,3550,16,./output/posteriors/Prominent_Person:_Jody_Hice_event_0_raw.p,./data/timeseries/aggregated/Prominent_Person:_Jody_Hice_raw.csv,1554.945,4955.494999999999,False
91,True,True,True,True,True,46199.0,171.0,True,253,partisan_vcr:__Erie_ballots_thrown_away,0,16,partisan_vcr:__Erie_ballots_thrown_away_event_0,210,partisan vcr:  Erie ballots thrown away,49127,16,./output/posteriors/partisan_vcr:__Erie_ballots_thrown_away_event_0_raw.p,./data/timeseries/aggregated/partisan_vcr:__Erie_ballots_thrown_away_raw.csv,38415.725,55300.165,True
92,True,True,True,True,True,143.0,1.0,True,112,intimidation:_BLM_Antifa_Intimidation_Plans,3116,3132,intimidation:_BLM_Antifa_Intimidation_Plans_event_1,94,intimidation: BLM/Antifa Intimidation Plans,10824,16,./output/posteriors/intimidation:_BLM_Antifa_Intimidation_Plans_event_1_raw.p,./data/timeseries/aggregated/intimidation:_BLM_Antifa_Intimidation_Plans_raw.csv,95.0,201.0,True
93,True,True,True,True,True,201.0,1.0,True,378,riot:_crimethinc,35890,35906,riot:_crimethinc_event_7,313,riot: crimethinc,9458,16,./output/posteriors/riot:_crimethinc_event_7_raw.p,./data/timeseries/aggregated/riot:_crimethinc_raw.csv,139.0,319.0,True
94,True,True,True,True,True,269.0,0.0,True,207,Other:_Fulton_County_Water_Pipe,732,749,Other:_Fulton_County_Water_Pipe_event_1,181,Other: Fulton County Water Pipe,3397,17,./output/posteriors/Other:_Fulton_County_Water_Pipe_event_1_raw.p,./data/timeseries/aggregated/Other:_Fulton_County_Water_Pipe_raw.csv,165.0,418.0,True
95,True,True,True,True,True,99.0,0.0,True,153,"lost:_LA,TX_dumpster_ballots",11,28,"lost:_LA,TX_dumpster_ballots_event_0",133,"lost: LA,TX dumpster ballots",426,17,"./output/posteriors/lost:_LA,TX_dumpster_ballots_event_0_raw.p","./data/timeseries/aggregated/lost:_LA,TX_dumpster_ballots_raw.csv",61.0,150.0,True
96,True,True,True,True,True,183.0,0.0,True,422,Statistics:_JW_Counties_Over_100%,1124,1141,Statistics:_JW_Counties_Over_100%_event_10,330,Statistics: JW Counties Over 100%,6905,17,./output/posteriors/Statistics:_JW_Counties_Over_100%_event_10_raw.p,./data/timeseries/aggregated/Statistics:_JW_Counties_Over_100%_raw.csv,122.0,281.05499999999984,True
97,True,True,True,True,True,321.0,0.0,True,56,coup:_sunrise_movement,968,985,coup:_sunrise_movement_event_0,42,coup: sunrise movement,1422,17,./output/posteriors/coup:_sunrise_movement_event_0_raw.p,./data/timeseries/aggregated/coup:_sunrise_movement_raw.csv,237.945,459.05499999999984,True
98,True,True,True,True,True,264.0,0.0,True,328,Physical_Mail_Mistakes:_NJ_Ballot_to_AL,13,30,Physical_Mail_Mistakes:_NJ_Ballot_to_AL_event_0,275,Physical Mail Mistakes: NJ Ballot to AL,459,17,./output/posteriors/Physical_Mail_Mistakes:_NJ_Ballot_to_AL_event_0_raw.p,./data/timeseries/aggregated/Physical_Mail_Mistakes:_NJ_Ballot_to_AL_raw.csv,158.0,401.0,True
99,True,True,True,False,True,169.0,1.0,True,356,protest:_Black_Lives_Matter_plaza_unrest,577,594,protest:_Black_Lives_Matter_plaza_unrest_event_0,303,protest: Black Lives Matter plaza unrest,1146,17,./output/posteriors/protest:_Black_Lives_Matter_plaza_unrest_event_0_raw.p,./data/timeseries/aggregated/protest:_Black_Lives_Matter_plaza_unrest_raw.csv,102.0,274.0,True
100,True,True,True,True,True,140.0,1.0,True,140,Late:_PA_Late_Ballots,2,19,Late:_PA_Late_Ballots_event_0,120,Late: PA Late Ballots,234,17,./output/posteriors/Late:_PA_Late_Ballots_event_0_raw.p,./data/timeseries/aggregated/Late:_PA_Late_Ballots_raw.csv,103.0,182.0,True
101,True,True,True,True,True,172.0,0.0,True,354,Prominent_Person:_Tom_Fitton_Livestream_VBM,15690,15707,Prominent_Person:_Tom_Fitton_Livestream_VBM_event_1,302,Prominent Person: Tom Fitton Livestream VBM,1725,17,./output/posteriors/Prominent_Person:_Tom_Fitton_Livestream_VBM_event_1_raw.p,./data/timeseries/aggregated/Prominent_Person:_Tom_Fitton_Livestream_VBM_raw.csv,114.0,265.0,True
102,True,True,True,True,True,129.0,0.0,True,377,riot:_crimethinc,35334,35351,riot:_crimethinc_event_6,313,riot: crimethinc,9458,17,./output/posteriors/riot:_crimethinc_event_6_raw.p,./data/timeseries/aggregated/riot:_crimethinc_raw.csv,83.0,196.0,True
103,True,True,False,True,True,1096.0,0.0,True,256,partisan_vcr:__Kristie_Alley_Facebook_Retweet,458,475,partisan_vcr:__Kristie_Alley_Facebook_Retweet_event_0,213,partisan vcr:  Kristie Alley Facebook Retweet,1525,17,./output/posteriors/partisan_vcr:__Kristie_Alley_Facebook_Retweet_event_0_raw.p,./data/timeseries/aggregated/partisan_vcr:__Kristie_Alley_Facebook_Retweet_raw.csv,697.9449999999999,1736.1099999999997,False
104,True,True,True,True,True,130.0,0.0,True,247,Other:_WA_Miscellaneous_Fraud,602,619,Other:_WA_Miscellaneous_Fraud_event_4,203,Other: WA Miscellaneous Fraud,3149,17,./output/posteriors/Other:_WA_Miscellaneous_Fraud_event_4_raw.p,./data/timeseries/aggregated/Other:_WA_Miscellaneous_Fraud_raw.csv,79.0,214.05499999999984,True
105,True,True,True,True,True,7662.0,10.0,True,197,Other:_Allegheny_County_Family_Votes_for_each_other,0,17,Other:_Allegheny_County_Family_Votes_for_each_other_event_0,169,Other: Allegheny County Family Votes for each other,9183,17,./output/posteriors/Other:_Allegheny_County_Family_Votes_for_each_other_event_0_raw.p,./data/timeseries/aggregated/Other:_Allegheny_County_Family_Votes_for_each_other_raw.csv,4888.945,15552.494999999999,True
